OOPs assignment,meeting,true
OOPs assignment,combine code,true
OOPs assignment,another meeting,false
OOPs assignment,Submition,false
POE PPT,Meeting,false
POE PPT,Assign sub-Topics,false
POE PPT,Assign PPT,false
POE PPT,Practice Presentation,false
POE PPT,Present,false
